"Sample_ID","Sample_ID_orig","Site_ID","Dataset_ID","Taxon","Group","Source_quality","Age_class","Material_type","Matrix","d2H","d2H.sd","d18O","d18O.sd","Sample_comments"
1,NA,1,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-117.1,2,NA,NA,NA
2,NA,1,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-112.6,2,NA,NA,NA
3,NA,1,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-111.8,2,NA,NA,NA
4,NA,2,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-98.7,2,NA,NA,NA
5,NA,2,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-100.6,2,NA,NA,NA
6,NA,2,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-103,2,NA,NA,NA
7,NA,2,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-105.5,2,NA,NA,NA
8,NA,3,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-88.4,2,NA,NA,NA
9,NA,3,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-82.5,2,NA,NA,NA
10,NA,3,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-84.1,2,NA,NA,NA
11,NA,4,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-150.3,2,NA,NA,NA
12,NA,4,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-146.6,2,NA,NA,NA
13,NA,4,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-120.7,2,NA,NA,NA
14,NA,4,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-120.5,2,NA,NA,NA
15,NA,4,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-112.9,2,NA,NA,NA
16,NA,4,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-114.7,2,NA,NA,NA
17,NA,4,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-116.2,2,NA,NA,NA
18,NA,5,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-105,2,NA,NA,NA
19,NA,6,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-93.7,2,NA,NA,NA
20,NA,6,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-90.2,2,NA,NA,NA
21,NA,6,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-108.5,2,NA,NA,NA
22,NA,7,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-104.7,2,NA,NA,NA
23,NA,7,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-98.4,2,NA,NA,NA
24,NA,7,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-100.6,2,NA,NA,NA
25,NA,8,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-88.9,2,NA,NA,NA
26,NA,8,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-96.9,2,NA,NA,NA
27,NA,8,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-97.2,2,NA,NA,NA
28,NA,9,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-91.6,2,NA,NA,NA
29,NA,9,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-90.9,2,NA,NA,NA
30,NA,9,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-92.4,2,NA,NA,NA
31,NA,10,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-99.6,2,NA,NA,NA
32,NA,10,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-97,2,NA,NA,NA
33,NA,10,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-97.3,2,NA,NA,NA
34,NA,10,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-95.3,2,NA,NA,NA
35,NA,10,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-97.4,2,NA,NA,NA
36,NA,10,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-93.6,2,NA,NA,NA
37,NA,11,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-101.7,2,NA,NA,NA
38,NA,11,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-100.4,2,NA,NA,NA
39,NA,12,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-90.8,2,NA,NA,NA
40,NA,13,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-100.8,2,NA,NA,NA
41,NA,13,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-107.1,2,NA,NA,NA
42,NA,13,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-96,2,NA,NA,NA
43,NA,13,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-106.3,2,NA,NA,NA
44,NA,13,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-113.2,2,NA,NA,NA
45,NA,14,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-105.3,2,NA,NA,NA
46,NA,14,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-90.1,2,NA,NA,NA
47,NA,14,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-91.5,2,NA,NA,NA
48,NA,14,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-92.3,2,NA,NA,NA
49,NA,14,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-98.9,2,NA,NA,NA
50,NA,15,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-110.6,2,NA,NA,NA
51,NA,15,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-104.9,2,NA,NA,NA
52,NA,15,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-107.4,2,NA,NA,NA
53,NA,16,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-115.7,2,NA,NA,NA
54,NA,16,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-110.2,2,NA,NA,NA
55,NA,16,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-109.5,2,NA,NA,NA
56,NA,17,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-91.2,2,NA,NA,NA
57,NA,17,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-99.6,2,NA,NA,NA
58,NA,17,1,"Danaus plexippus","Insect","known source",NA,"Wing","Chitin",-99.1,2,NA,NA,NA
59,NA,18,2,"Setophaga ruticilla","Passerine","known source",NA,"Feather","Keratin",-78.3,0.56,NA,NA,NA
60,NA,19,2,"Setophaga ruticilla","Passerine","known source",NA,"Feather","Keratin",-67.4,0.56,NA,NA,NA
61,NA,20,2,"Setophaga ruticilla","Passerine","known source",NA,"Feather","Keratin",-66.5,0.56,NA,NA,NA
62,NA,20,2,"Setophaga ruticilla","Passerine","known source",NA,"Feather","Keratin",-76.9,0.56,NA,NA,NA
63,NA,21,2,"Setophaga ruticilla","Passerine","known source",NA,"Feather","Keratin",-79.6,0.56,NA,NA,NA
64,NA,22,2,"Setophaga ruticilla","Passerine","known source",NA,"Feather","Keratin",-50.9,0.56,NA,NA,NA
65,NA,23,2,"Setophaga ruticilla","Passerine","known source",NA,"Feather","Keratin",-107.1,0.56,NA,NA,NA
66,NA,23,2,"Setophaga ruticilla","Passerine","known source",NA,"Feather","Keratin",-96.8,0.56,NA,NA,NA
67,NA,24,2,"Setophaga ruticilla","Passerine","known source",NA,"Feather","Keratin",-63.3,0.56,NA,NA,NA
68,NA,25,2,"Setophaga ruticilla","Passerine","known source",NA,"Feather","Keratin",-73,0.56,NA,NA,NA
69,NA,26,2,"Setophaga ruticilla","Passerine","known source",NA,"Feather","Keratin",-98.3,0.56,NA,NA,NA
70,NA,26,2,"Setophaga ruticilla","Passerine","known source",NA,"Feather","Keratin",-91.8,0.56,NA,NA,NA
71,NA,26,2,"Setophaga ruticilla","Passerine","known source",NA,"Feather","Keratin",-94.5,0.56,NA,NA,NA
72,NA,26,2,"Setophaga ruticilla","Passerine","known source",NA,"Feather","Keratin",-102.3,0.56,NA,NA,NA
73,NA,24,2,"Setophaga ruticilla","Passerine","known source",NA,"Feather","Keratin",-74.1,0.56,NA,NA,NA
74,NA,27,2,"Setophaga ruticilla","Passerine","known source",NA,"Feather","Keratin",-70.3,0.56,NA,NA,NA
75,NA,28,2,"Turdus migratorius","Passerine","known source",NA,"Feather","Keratin",-94.4,0.56,NA,NA,NA
76,NA,29,2,"Turdus migratorius","Passerine","known source",NA,"Feather","Keratin",-96,0.56,NA,NA,NA
77,NA,30,2,"Turdus migratorius","Passerine","known source",NA,"Feather","Keratin",-106.5,0.56,NA,NA,NA
78,NA,31,2,"Turdus migratorius","Passerine","known source",NA,"Feather","Keratin",-109.7,0.56,NA,NA,NA
79,NA,23,2,"Turdus migratorius","Passerine","known source",NA,"Feather","Keratin",-84.4,0.56,NA,NA,NA
80,NA,32,2,"Turdus migratorius","Passerine","known source",NA,"Feather","Keratin",-84.1,0.56,NA,NA,NA
81,NA,33,2,"Turdus migratorius","Passerine","known source",NA,"Feather","Keratin",-97.3,0.56,NA,NA,NA
82,NA,34,2,"Turdus migratorius","Passerine","known source",NA,"Feather","Keratin",-104.1,0.56,NA,NA,NA
83,NA,35,2,"Turdus migratorius","Passerine","known source",NA,"Feather","Keratin",-95.4,0.56,NA,NA,NA
84,NA,36,2,"Turdus migratorius","Passerine","known source",NA,"Feather","Keratin",-128,0.56,NA,NA,NA
85,NA,37,2,"Setophaga coronata auduboni","Passerine","known source",NA,"Feather","Keratin",-103.1,0.56,NA,NA,NA
86,NA,38,2,"Setophaga coronata auduboni","Passerine","known source",NA,"Feather","Keratin",-108,0.56,NA,NA,NA
87,NA,39,2,"Setophaga coronata auduboni","Passerine","known source",NA,"Feather","Keratin",-99.8,0.56,NA,NA,NA
88,NA,40,2,"Setophaga coronata auduboni","Passerine","known source",NA,"Feather","Keratin",-111.6,0.56,NA,NA,NA
89,NA,31,2,"Setophaga coronata auduboni","Passerine","known source",NA,"Feather","Keratin",-115.7,0.56,NA,NA,NA
90,NA,41,2,"Setophaga coronata auduboni","Passerine","known source",NA,"Feather","Keratin",-112.1,0.56,NA,NA,NA
91,NA,42,2,"Poecile atricapillus","Passerine","known source",NA,"Feather","Keratin",-102.8,0.56,NA,NA,NA
92,NA,32,2,"Poecile atricapillus","Passerine","known source",NA,"Feather","Keratin",-89.9,0.56,NA,NA,NA
93,NA,43,2,"Poecile atricapillus","Passerine","known source",NA,"Feather","Keratin",-75.7,0.56,NA,NA,NA
94,NA,44,2,"Thryomanes bewickii","Passerine","known source",NA,"Feather","Keratin",-81,0.56,NA,NA,NA
95,NA,45,2,"Thryothorus ludovicianus","Passerine","known source",NA,"Feather","Keratin",-67.5,0.56,NA,NA,NA
96,NA,46,2,"Thryothorus ludovicianus","Passerine","known source",NA,"Feather","Keratin",-53.1,0.56,NA,NA,NA
97,NA,47,2,"Spizella passerina","Passerine","known source",NA,"Feather","Keratin",-51.3,0.56,NA,NA,NA
98,NA,48,2,"Spizella passerina","Passerine","known source",NA,"Feather","Keratin",-119.4,0.56,NA,NA,NA
99,NA,49,2,"Spizella passerina","Passerine","known source",NA,"Feather","Keratin",-83.5,0.56,NA,NA,NA
100,NA,43,2,"Spizella passerina","Passerine","known source",NA,"Feather","Keratin",-74.9,0.56,NA,NA,NA
101,NA,43,2,"Spizella passerina","Passerine","known source",NA,"Feather","Keratin",-81.3,0.56,NA,NA,NA
102,NA,43,2,"Spizella passerina","Passerine","known source",NA,"Feather","Keratin",-85.6,0.56,NA,NA,NA
103,NA,43,2,"Spizella passerina","Passerine","known source",NA,"Feather","Keratin",-80.9,0.56,NA,NA,NA
104,NA,31,2,"Spizella passerina","Passerine","known source",NA,"Feather","Keratin",-91.6,0.56,NA,NA,NA
105,NA,50,2,"Spizella passerina","Passerine","known source",NA,"Feather","Keratin",-70.1,0.56,NA,NA,NA
106,NA,45,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-64.4,0.56,NA,NA,NA
107,NA,51,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-64.6,0.56,NA,NA,NA
108,NA,52,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-75.4,0.56,NA,NA,NA
109,NA,52,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-65.7,0.56,NA,NA,NA
110,NA,53,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-44.5,0.56,NA,NA,NA
111,NA,54,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-56.5,0.56,NA,NA,NA
112,NA,39,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-100.8,0.56,NA,NA,NA
113,NA,39,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-104.5,0.56,NA,NA,NA
114,NA,55,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-65,0.56,NA,NA,NA
115,NA,56,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-68.3,0.56,NA,NA,NA
116,NA,51,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-66.6,0.56,NA,NA,NA
117,NA,57,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-64,0.56,NA,NA,NA
118,NA,58,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-73.7,0.56,NA,NA,NA
119,NA,39,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-104.5,0.56,NA,NA,NA
120,NA,39,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-62.1,0.56,NA,NA,NA
121,NA,59,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-50.1,0.56,NA,NA,NA
122,NA,45,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-71.3,0.56,NA,NA,NA
123,NA,60,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-137.5,0.56,NA,NA,NA
124,NA,61,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-69.8,0.56,NA,NA,NA
125,NA,61,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-75.7,0.56,NA,NA,NA
126,NA,62,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-59.7,0.56,NA,NA,NA
127,NA,23,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-101.9,0.56,NA,NA,NA
128,NA,44,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-86,0.56,NA,NA,NA
129,NA,45,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-65.7,0.56,NA,NA,NA
130,NA,43,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-85.8,0.56,NA,NA,NA
131,NA,63,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-66.9,0.56,NA,NA,NA
132,NA,64,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-67.2,0.56,NA,NA,NA
133,NA,32,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-66.6,0.56,NA,NA,NA
134,NA,32,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-77.9,0.56,NA,NA,NA
135,NA,32,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-83.4,0.56,NA,NA,NA
136,NA,32,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-92.6,0.56,NA,NA,NA
137,NA,32,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-79.6,0.56,NA,NA,NA
138,NA,32,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-77.2,0.56,NA,NA,NA
139,NA,32,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-81.9,0.56,NA,NA,NA
140,NA,65,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-64.4,0.56,NA,NA,NA
141,NA,46,2,"Geothlypis trichas","Passerine","known source",NA,"Feather","Keratin",-73.4,0.56,NA,NA,NA
142,NA,66,2,"Setophaga pensylvanica","Passerine","known source",NA,"Feather","Keratin",-115.96,0.56,NA,NA,NA
143,NA,67,2,"Setophaga pensylvanica","Passerine","known source",NA,"Feather","Keratin",-133.7,0.56,NA,NA,NA
144,NA,68,2,"Baeolophus bicolor","Passerine","known source",NA,"Feather","Keratin",-62.4,0.56,NA,NA,NA
145,NA,69,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-119.21,0.56,NA,NA,NA
146,NA,70,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-115.92,0.56,NA,NA,NA
147,NA,71,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-123.02,0.56,NA,NA,NA
148,NA,72,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-111.62,0.56,NA,NA,NA
149,NA,73,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-113.5,0.56,NA,NA,NA
150,NA,74,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-113.37,0.56,NA,NA,NA
151,NA,75,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-116.58,0.56,NA,NA,NA
152,NA,76,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-111.78,0.56,NA,NA,NA
153,NA,77,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-115.67,0.56,NA,NA,NA
154,NA,78,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-110.44,0.56,NA,NA,NA
155,NA,79,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-125.77,0.56,NA,NA,NA
156,NA,80,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-125.33,0.56,NA,NA,NA
157,NA,81,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-117.04,0.56,NA,NA,NA
158,NA,82,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-118.34,0.56,NA,NA,NA
159,NA,83,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-122.06,0.56,NA,NA,NA
160,NA,84,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-120.35,0.56,NA,NA,NA
161,NA,85,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-115.35,0.56,NA,NA,NA
162,NA,82,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-112.88,0.56,NA,NA,NA
163,NA,86,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-120.2,0.56,NA,NA,NA
164,NA,87,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-120.52,0.56,NA,NA,NA
165,NA,88,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-122.44,0.56,NA,NA,NA
166,NA,89,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-118.9,0.56,NA,NA,NA
167,NA,90,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-102.17,0.56,NA,NA,NA
168,NA,91,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-110.02,0.56,NA,NA,NA
169,NA,92,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-98.41,0.56,NA,NA,NA
170,NA,93,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-98.98,0.56,NA,NA,NA
171,NA,94,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-110.22,0.56,NA,NA,NA
172,NA,95,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-106.89,0.56,NA,NA,NA
173,NA,96,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-106.91,0.56,NA,NA,NA
174,NA,97,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-112.51,0.56,NA,NA,NA
175,NA,98,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-112.12,0.56,NA,NA,NA
176,NA,99,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-108.99,0.56,NA,NA,NA
177,NA,100,2,"Vermivora chrysoptera","Passerine","known source",NA,"Feather","Keratin",-114.39,0.56,NA,NA,NA
178,NA,57,2,"Catharus guttatus","Passerine","known source",NA,"Feather","Keratin",-51.8,0.56,NA,NA,NA
179,NA,101,2,"Catharus guttatus","Passerine","known source",NA,"Feather","Keratin",-97.5,0.56,NA,NA,NA
180,NA,50,2,"Catharus guttatus","Passerine","known source",NA,"Feather","Keratin",-53.8,0.56,NA,NA,NA
181,NA,102,2,"Setophaga citrina","Passerine","known source",NA,"Feather","Keratin",-54.5,0.56,NA,NA,NA
182,NA,103,2,"Setophaga citrina","Passerine","known source",NA,"Feather","Keratin",-42.1,0.56,NA,NA,NA
183,NA,104,2,"Setophaga citrina","Passerine","known source",NA,"Feather","Keratin",-55.9,0.56,NA,NA,NA
184,NA,104,2,"Setophaga citrina","Passerine","known source",NA,"Feather","Keratin",-60.4,0.56,NA,NA,NA
185,NA,105,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-66.1,0.56,NA,NA,NA
186,NA,106,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-66.6,0.56,NA,NA,NA
187,NA,51,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-69.6,0.56,NA,NA,NA
188,NA,104,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-65.9,0.56,NA,NA,NA
189,NA,56,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-62.1,0.56,NA,NA,NA
190,NA,104,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-71,0.56,NA,NA,NA
191,NA,107,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-64.5,0.56,NA,NA,NA
192,NA,108,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-62.5,0.56,NA,NA,NA
193,NA,56,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-65.6,0.56,NA,NA,NA
194,NA,104,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-70.4,0.56,NA,NA,NA
195,NA,109,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-49.9,0.56,NA,NA,NA
196,NA,107,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-60.2,0.56,NA,NA,NA
197,NA,110,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-66.4,0.56,NA,NA,NA
198,NA,111,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-61.8,0.56,NA,NA,NA
199,NA,51,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-63.1,0.56,NA,NA,NA
200,NA,112,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-56.4,0.56,NA,NA,NA
201,NA,113,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-62.5,0.56,NA,NA,NA
202,NA,55,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-75.7,0.56,NA,NA,NA
203,NA,63,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-65.8,0.56,NA,NA,NA
204,NA,104,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-61.8,0.56,NA,NA,NA
205,NA,24,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-72.1,0.56,NA,NA,NA
206,NA,24,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-63.4,0.56,NA,NA,NA
207,NA,114,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-67.5,0.56,NA,NA,NA
208,NA,115,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-56.4,0.56,NA,NA,NA
209,NA,116,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-42.3,0.56,NA,NA,NA
210,NA,63,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-65.9,0.56,NA,NA,NA
211,NA,55,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-59.9,0.56,NA,NA,NA
212,NA,55,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-67.9,0.56,NA,NA,NA
213,NA,63,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-47.2,0.56,NA,NA,NA
214,NA,28,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-61.4,0.56,NA,NA,NA
215,NA,24,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-55.4,0.56,NA,NA,NA
216,NA,113,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-49.6,0.56,NA,NA,NA
217,NA,108,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-59,0.56,NA,NA,NA
218,NA,45,2,"Geothlypis formosa","Passerine","known source",NA,"Feather","Keratin",-56.3,0.56,NA,NA,NA
219,NA,117,2,"Geothlypis tolmiei","Passerine","known source",NA,"Feather","Keratin",-63.8,0.56,NA,NA,NA
220,NA,118,2,"Geothlypis tolmiei","Passerine","known source",NA,"Feather","Keratin",-83.4,0.56,NA,NA,NA
221,NA,42,2,"Geothlypis tolmiei","Passerine","known source",NA,"Feather","Keratin",-88.2,0.56,NA,NA,NA
222,NA,119,2,"Geothlypis tolmiei","Passerine","known source",NA,"Feather","Keratin",-66.4,0.56,NA,NA,NA
223,NA,119,2,"Geothlypis tolmiei","Passerine","known source",NA,"Feather","Keratin",-63.6,0.56,NA,NA,NA
224,NA,120,2,"Geothlypis tolmiei","Passerine","known source",NA,"Feather","Keratin",-78,0.56,NA,NA,NA
225,NA,121,2,"Geothlypis tolmiei","Passerine","known source",NA,"Feather","Keratin",-92.7,0.56,NA,NA,NA
226,NA,41,2,"Geothlypis tolmiei","Passerine","known source",NA,"Feather","Keratin",-113.8,0.56,NA,NA,NA
227,NA,122,2,"Geothlypis tolmiei","Passerine","known source",NA,"Feather","Keratin",-92.4,0.56,NA,NA,NA
228,NA,38,2,"Geothlypis tolmiei","Passerine","known source",NA,"Feather","Keratin",-94.5,0.56,NA,NA,NA
229,NA,123,2,"Geothlypis tolmiei","Passerine","known source",NA,"Feather","Keratin",-108.6,0.56,NA,NA,NA
230,NA,124,2,"Geothlypis tolmiei","Passerine","known source",NA,"Feather","Keratin",-107.4,0.56,NA,NA,NA
231,NA,125,2,"Geothlypis tolmiei","Passerine","known source",NA,"Feather","Keratin",-97.3,0.56,NA,NA,NA
232,NA,126,2,"Geothlypis tolmiei","Passerine","known source",NA,"Feather","Keratin",-109,0.56,NA,NA,NA
233,NA,127,2,"Geothlypis tolmiei","Passerine","known source",NA,"Feather","Keratin",-41.8,0.56,NA,NA,NA
234,NA,128,2,"Geothlypis tolmiei","Passerine","known source",NA,"Feather","Keratin",-114.3,0.56,NA,NA,NA
235,NA,123,2,"Geothlypis tolmiei","Passerine","known source",NA,"Feather","Keratin",-105.7,0.56,NA,NA,NA
236,NA,41,2,"Oreothlypis ruficapilla","Passerine","known source",NA,"Feather","Keratin",-120.4,0.56,NA,NA,NA
237,NA,116,2,"Cardinalis cardinalis","Passerine","known source",NA,"Feather","Keratin",-79.3,0.56,NA,NA,NA
238,NA,116,2,"Cardinalis cardinalis","Passerine","known source",NA,"Feather","Keratin",-71.1,0.56,NA,NA,NA
