"Sample_ID","Sample_ID_orig","Site_ID","Dataset_ID","Taxon","Group","Source_quality","Age_class","Material_type","Matrix","d2H","d2H.sd","d18O","d18O.sd","Sample_comments"
2069,NA,1168,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-85.52141539,2,16.10790284,0.2,NA
2070,NA,1168,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-78.50753905,2,13.85296044,0.2,NA
2071,NA,1168,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-80.16600333,2,14.63086379,0.2,NA
2072,NA,1169,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-79.8796021,2,15.83856736,0.2,NA
2073,NA,1169,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-82.979253,2,16.04864245,0.2,NA
2074,NA,1169,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-77.59162833,2,15.77158218,0.2,NA
2075,NA,1170,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-90.31825935,2,14.67800218,0.2,NA
2076,NA,1170,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-77.55394216,2,15.30908959,0.2,NA
2077,NA,1170,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-82.58729717,2,16.04746835,0.2,NA
2078,NA,1171,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-86.35867696,2,12.06718748,0.2,NA
2079,NA,1171,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-90.50345019,2,14.54502981,0.2,NA
2080,NA,1171,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-88.49334556,2,11.78585403,0.2,NA
2081,NA,1172,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-81.51730905,2,13.68067666,0.2,NA
2082,NA,1172,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-86.48077142,2,12.37775951,0.2,NA
2083,NA,1172,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-94.03509223,2,12.63571893,0.2,NA
2084,NA,1173,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-75.78744327,2,13.32518811,0.2,NA
2085,NA,1173,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-83.82405989,2,16.07334994,0.2,NA
2086,NA,1173,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-82.02278564,2,14.55777144,0.2,NA
2087,NA,1174,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-78.97889916,2,14.78844932,0.2,NA
2088,NA,1174,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-83.0992845,2,14.96730776,0.2,NA
2089,NA,1174,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-80.01511556,2,14.26390011,0.2,NA
2090,NA,1175,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-80.8129478,2,13.80222859,0.2,NA
2091,NA,1176,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-77.20429349,2,13.40021438,0.2,NA
2092,NA,1176,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-80.99978774,2,15.33862449,0.2,NA
2093,NA,1177,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-82.08837763,2,14.84901056,0.2,NA
2094,NA,1177,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-82.73290178,2,14.62218427,0.2,NA
2095,NA,1177,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-92.20319014,2,14.70770613,0.2,NA
2096,NA,1178,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-111.0991127,2,13.84062536,0.2,NA
2097,NA,1178,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-84.89673417,2,13.66115154,0.2,NA
2098,NA,1179,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-85.96143393,2,14.6575426,0.2,NA
2099,NA,1179,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-84.37273038,2,14.3326488,0.2,NA
2100,NA,1179,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-83.54206345,2,13.25138414,0.2,NA
2101,NA,1180,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-85.67483728,2,13.66465638,0.2,NA
2102,NA,1180,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-86.52289817,2,14.33666907,0.2,NA
2103,NA,1180,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-85.17563706,2,13.63963422,0.2,NA
2104,NA,1181,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-99.37127841,2,11.42284987,0.2,NA
2105,NA,1181,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-81.13297196,2,13.38043921,0.2,NA
2106,NA,1181,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-91.81934469,2,15.11203075,0.2,NA
2107,NA,1182,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-66.61910122,2,14.63498788,0.2,NA
2108,NA,1182,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-89.46040699,2,15.00883066,0.2,NA
2109,NA,1183,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-86.50948471,2,12.57700528,0.2,NA
2110,NA,1183,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-86.943279,2,14.16675742,0.2,NA
2111,NA,1183,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-83.26450012,2,13.15559068,0.2,NA
2112,NA,1184,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-86.53062081,2,10.9908811,0.2,NA
2113,NA,1184,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-88.84213715,2,13.73111081,0.2,NA
2114,NA,1184,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-81.0022915,2,13.80482749,0.2,NA
2115,NA,1185,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-95.17448615,2,12.14293186,0.2,NA
2116,NA,1185,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-85.38170835,2,14.2328294,0.2,NA
2117,NA,1185,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-83.26575156,2,13.8113624,0.2,NA
2118,NA,1186,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-103.8795642,2,12.31534846,0.2,NA
2119,NA,1186,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-91.40918559,2,12.20097143,0.2,NA
2120,NA,1186,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-99.69972679,2,12.39974653,0.2,NA
2121,NA,1186,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-100.9860489,2,12.04117386,0.2,NA
2122,NA,1187,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-105.4927133,2,10.53670285,0.2,NA
2123,NA,1187,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-111.8432673,2,9.708201162,0.2,NA
2124,NA,1187,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-106.1202855,2,10.90050937,0.2,NA
2125,NA,1188,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-114.1656412,2,10.24486491,0.2,NA
2126,NA,1188,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-105.5648689,2,9.950810187,0.2,NA
2127,NA,1189,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-103.7170988,2,10.78362596,0.2,NA
2128,NA,1189,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-113.7999611,2,10.66880771,0.2,NA
2129,NA,1189,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-96.25484925,2,11.88654908,0.2,NA
2130,NA,1190,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-121.9199861,2,9.050914761,0.2,NA
2131,NA,1190,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-109.8542354,2,8.162323072,0.2,NA
2132,NA,1190,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-109.6138955,2,8.328404,0.2,NA
2133,NA,1190,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-105.2867262,2,10.26860553,0.2,NA
2134,NA,1190,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-108.9468792,2,8.705552444,0.2,NA
2135,NA,1191,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-135.6724035,2,8.52975714,0.2,NA
2136,NA,1191,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-121.0192388,2,9.070629426,0.2,NA
2137,NA,1191,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-113.654843,2,8.963184273,0.2,NA
2138,NA,1192,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-92.79588905,2,12.02455399,0.2,NA
2139,NA,1192,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-93.41491096,2,11.58029715,0.2,NA
2140,NA,1192,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-92.24878443,2,11.7718198,0.2,NA
2141,NA,1193,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-116.7703393,2,8.128442941,0.2,NA
2142,NA,1193,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-114.2931347,2,9.39909945,0.2,NA
2143,NA,1193,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-119.1426219,2,9.107655643,0.2,NA
2144,NA,1194,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-125.1893893,2,6.542489685,0.2,NA
2145,NA,1194,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-107.450833,2,9.578826982,0.2,NA
2146,NA,1194,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-123.4489337,2,6.272356321,0.2,NA
2147,NA,1195,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-125.9903924,2,9.685450631,0.2,NA
2148,NA,1195,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-124.5996878,2,8.352972296,0.2,NA
2149,NA,1196,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-100.3137252,2,11.23821387,0.2,NA
2150,NA,1196,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-121.5563706,2,6.586628828,0.2,NA
2151,NA,1196,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-131.6119819,2,8.189584796,0.2,NA
2152,NA,1197,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-110.0380679,2,11.35493697,0.2,NA
2153,NA,1197,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-121.2223081,2,9.181539881,0.2,NA
2154,NA,1197,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-116.1569594,2,8.874232183,0.2,NA
2155,NA,1198,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-117.6149802,2,9.062271811,0.2,NA
2156,NA,1198,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-117.4094145,2,9.259989422,0.2,NA
2157,NA,1198,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-119.8517434,2,9.865168869,0.2,NA
2158,NA,1198,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-114.8507728,2,9.641201298,0.2,NA
2159,NA,1199,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-109.8120046,2,10.89065466,0.2,NA
2160,NA,1199,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-120.2609124,2,7.993047918,0.2,NA
2161,NA,1199,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-111.8815197,2,8.568003084,0.2,NA
2162,NA,1200,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-112.7509519,2,9.84643885,0.2,NA
2163,NA,1200,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-109.1387932,2,9.726387095,0.2,NA
2164,NA,1200,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-106.3365463,2,9.631200261,0.2,NA
2165,NA,1201,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-114.55283,2,9.270464299,0.2,NA
2166,NA,1201,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-114.6662657,2,10.21693883,0.2,NA
2167,NA,1201,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-102.3685392,2,12.2071769,0.2,NA
2168,NA,1202,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-103.5578234,2,10.49193042,0.2,NA
2169,NA,1202,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-115.3049798,2,9.200696759,0.2,NA
2170,NA,1202,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-113.2336876,2,11.28840024,0.2,NA
2171,NA,1203,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-97.80263598,2,9.870578428,0.2,NA
2172,NA,1203,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-102.297987,2,9.955072034,0.2,NA
2173,NA,1203,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-107.0381603,2,10.40408004,0.2,NA
2174,NA,1204,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-85.63167401,2,14.18356162,0.2,NA
2175,NA,1204,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-96.94555388,2,12.4302518,0.2,NA
2176,NA,1204,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-95.73887454,2,12.43662901,0.2,NA
2177,NA,1205,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-108.0918569,2,12.07084086,0.2,NA
2178,NA,1205,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-94.73524779,2,12.47614623,0.2,NA
2179,NA,1205,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-107.3532295,2,13.08588903,0.2,NA
2180,NA,1205,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-97.35348605,2,11.61167249,0.2,NA
2181,NA,1205,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-98.65926234,2,12.58798609,0.2,NA
2182,NA,1205,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-98.34628454,2,10.84853154,0.2,NA
2183,NA,1206,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-102.2398326,2,12.36043494,0.2,NA
2184,NA,1206,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-91.97107491,2,12.1776815,0.2,NA
2185,NA,1207,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-87.13557073,2,12.04990682,0.2,NA
2186,NA,1207,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-94.07963708,2,11.82530557,0.2,NA
2187,NA,1207,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-88.83693789,2,13.04819609,0.2,NA
2188,NA,1208,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-95.97009315,2,14.19836968,0.2,NA
2189,NA,1208,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-106.418877,2,11.54337865,0.2,NA
2190,NA,1208,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-92.76270012,2,13.94206478,0.2,NA
2191,NA,1209,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-94.16667397,2,12.84216628,0.2,NA
2192,NA,1209,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-85.99932747,2,13.6968633,0.2,NA
2193,NA,1209,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-95.04857464,2,11.85110765,0.2,NA
2194,NA,1210,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-90.27239341,2,13.63667906,0.2,NA
2195,NA,1210,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-94.56696122,2,12.62392005,0.2,NA
2196,NA,1210,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-95.75572871,2,13.26921397,0.2,NA
2197,NA,1211,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-86.69406867,2,11.97626629,0.2,NA
2198,NA,1211,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-90.50197511,2,13.23288293,0.2,NA
2199,NA,1211,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-90.40753249,2,12.86871669,0.2,NA
2200,NA,1212,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-85.69705429,2,14.29396564,0.2,NA
2201,NA,1212,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-89.17976483,2,13.61913853,0.2,NA
2202,NA,1212,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-88.07518302,2,12.94253966,0.2,NA
2203,NA,1213,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-95.75319855,2,13.28289973,0.2,NA
2204,NA,1213,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-87.69847704,2,14.44436622,0.2,NA
2205,NA,1213,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-92.35360239,2,14.02793277,0.2,NA
2206,NA,1214,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-87.32835353,2,14.01958749,0.2,NA
2207,NA,1214,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-84.50899543,2,13.40476831,0.2,NA
2208,NA,1214,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-91.51134985,2,11.56531201,0.2,NA
2209,NA,1215,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-81.55424845,2,13.84316486,0.2,NA
2210,NA,1215,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-87.2291529,2,13.61636373,0.2,NA
2211,NA,1215,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-90.94704784,2,13.28477668,0.2,NA
2212,NA,1216,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-93.71323761,2,11.29717841,0.2,NA
2213,NA,1216,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-89.20309978,2,12.44820061,0.2,NA
2214,NA,1216,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-91.72576359,2,14.37702581,0.2,NA
2215,NA,1216,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-98.69661128,2,11.70766924,0.2,NA
2216,NA,1217,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-101.0972877,2,11.74803868,0.2,NA
2217,NA,1217,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-92.00816645,2,10.27243936,0.2,NA
2218,NA,1217,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-90.0447581,2,13.16337804,0.2,NA
2219,NA,1217,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-93.54893449,2,11.50124057,0.2,NA
2220,NA,1217,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-87.29117191,2,12.85722832,0.2,NA
2221,NA,1218,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-102.5611922,2,14.02293115,0.2,NA
2222,NA,1218,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-114.8060207,2,12.38559683,0.2,NA
2223,NA,1219,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-97.01604087,2,11.92450584,0.2,NA
2224,NA,1218,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-99.24364237,2,11.71193993,0.2,NA
2225,NA,1218,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-106.8598579,2,13.90391043,0.2,NA
2226,NA,1220,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-115.4798386,2,9.828002987,0.2,NA
2227,NA,1220,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-100.9995828,2,10.99606071,0.2,NA
2228,NA,1220,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-99.16820471,2,10.3715452,0.2,NA
2229,NA,1220,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-101.8233282,2,11.57766564,0.2,NA
2230,NA,1220,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-98.15736038,2,8.944169445,0.2,NA
2231,NA,1221,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-96.09385258,2,12.15880851,0.2,NA
2232,NA,1221,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-115.3631006,2,9.001437717,0.2,NA
2233,NA,1221,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-111.4434028,2,8.235180531,0.2,NA
2234,NA,1221,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-114.2517539,2,9.106571405,0.2,NA
2235,NA,1222,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-110.3259854,2,8.305552466,0.2,NA
2236,NA,1222,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-110.01335,2,11.52613996,0.2,NA
2237,NA,1222,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-106.809121,2,9.767453033,0.2,NA
2238,NA,1222,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-96.58523088,2,13.23113735,0.2,NA
2239,NA,1222,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-104.5642697,2,10.03463991,0.2,NA
2240,NA,1223,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-112.7292632,2,8.963214981,0.2,NA
2241,NA,1223,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-114.8157234,2,9.911558772,0.2,NA
2242,NA,1223,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-107.9184686,2,8.566260046,0.2,NA
2243,NA,1223,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-113.8636623,2,9.722306062,0.2,NA
2244,NA,1224,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-110.1609774,2,9.39650086,0.2,NA
2245,NA,1224,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-107.5688047,2,7.468837657,0.2,NA
2246,NA,1224,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-104.5151869,2,8.048595035,0.2,NA
2247,NA,1224,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-123.1986904,2,10.86419968,0.2,NA
2248,NA,1224,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-115.826529,2,7.409432962,0.2,NA
2249,NA,1225,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-118.1474728,2,9.066225132,0.2,NA
2250,NA,1225,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-108.6860432,2,10.50324228,0.2,NA
2251,NA,1225,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-101.0268352,2,8.204153021,0.2,NA
2252,NA,1225,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-107.3492808,2,9.325605196,0.2,NA
2253,NA,1225,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-112.7857423,2,7.112570316,0.2,NA
2254,NA,1226,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-105.4460071,2,11.45181551,0.2,NA
2255,NA,1226,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-103.7460901,2,11.96491999,0.2,NA
2256,NA,1226,10,"Homo sapiens","Modern human",NA,NA,"Hair","Keratin",-115.5591047,2,9.021730385,0.2,NA
2257,NA,1227,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-10.2603953322734,4,NA,NA,NA
2258,NA,1227,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-14.9797837766564,4,NA,NA,NA
2259,NA,1228,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-26.6264035441347,4,NA,NA,NA
2260,NA,1229,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-13.7401148017773,4,NA,NA,NA
2261,NA,1229,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-7.85952291658336,4,NA,NA,NA
2262,NA,1230,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-19.7230577348535,4,NA,NA,NA
2263,NA,1230,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-21.0096331033767,4,NA,NA,NA
2264,NA,1231,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-18.9699615345956,4,NA,NA,NA
2265,NA,1232,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-11.5223286322463,4,NA,NA,NA
2266,NA,1233,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-17.7846564214745,4,NA,NA,NA
2267,NA,1233,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-17.0659294220895,4,NA,NA,NA
2268,NA,1234,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-22.0747540926909,4,NA,NA,NA
2269,NA,1235,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-1.06836336675504,4,NA,NA,NA
2270,NA,1236,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",3.35305059081521,4,NA,NA,NA
2271,NA,1236,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",4.88323658439314,4,NA,NA,NA
2272,NA,1237,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",11.2567779198419,4,NA,NA,NA
2273,NA,1237,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",10.6488321496854,4,NA,NA,NA
2274,NA,1238,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-11.8712084448801,4,NA,NA,NA
2275,NA,1239,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-5.14046519469936,4,NA,NA,NA
2276,NA,1240,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-18.6509115944175,4,NA,NA,NA
2277,NA,1240,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-24.0843796305203,4,NA,NA,NA
2278,NA,1241,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",5.58640017206216,4,NA,NA,NA
2279,NA,1241,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-21.6811294713736,4,NA,NA,NA
2280,NA,1242,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-20.6828014573406,4,NA,NA,NA
2281,NA,1243,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",10.1219458155498,4,NA,NA,NA
2282,NA,1244,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-47.1244975665957,4,NA,NA,NA
2283,NA,1245,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",2.55801964232253,4,NA,NA,NA
2284,NA,1245,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-5.9054501122403,4,NA,NA,NA
2285,NA,1246,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",0.0580385561909406,4,NA,NA,NA
2286,NA,1246,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",1.85431565841337,4,NA,NA,NA
2287,NA,1247,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-32.1134788872593,4,NA,NA,NA
2288,NA,1247,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-26.6459658880277,4,NA,NA,NA
2289,NA,1248,11,"Charadrius montanus","Ground bird",NA,"adult","Feather","Keratin",-33.3749798702401,4,NA,NA,NA
